|Município|data_ref|Code|Cidades|0 a 14 anos|15 a 29 anos|30 a 59 anos|60+ anos|Masculino|Feminino|Pop_Total|Atendimentos_valor_medio|Psi_valor_medio|Psi_privado_valor_medio|Atendimentos_qtd_media|Psi_qtd_media|Psi_privado_qtd_media|Profissionais_Publicos|Profissionais_Privados|Profissionais_Total|Estabelecimentos_Publicos|Estabelecimentos_Privados|Estabelecimentos_Total_x|Estabelecimentos_Psi|Estabelecimentos_Atend|Estabelecimentos_Total_y|Contribuição para o PIB estadual %|PIB (mil R$)|Assalariados|Renda média em Salários mínimos|Renda média (R$)
7613|354620 Santa Cruz da Conceição|2009|354620|Santa Cruz da Conceição|868|980|1587|619|2014|2040|4054|1373.77|0.0||2158.0|0.0||1.0|0.0|1.0|4.0|0.0|4.0|3.0|3.0|4.0|0.01|108309.701|1057.0|2.1|979.06
7614|354625 Santa Cruz da Esperança|2009|354625|Santa Cruz da Esperança|499|498|699|289|985|1000|1985|2187.95|0.0||2745.25|0.0||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|30895.477|201.0|2.1|981.5
7615|354630 Santa Cruz das Palmeiras|2009|354630|Santa Cruz das Palmeiras|7240|8390|11425|3180|15371|14864|30235|28341.81|337.79||22567.67|122.42||4.0|2.0|6.0|4.0|51.0|55.0|54.0|55.0|55.0|0.02|253124.126|5767.0|2.6|1206.19
7616|354640 Santa Cruz do Rio Pardo|2009|354640|Santa Cruz do Rio Pardo|10210|10901|17387|6204|21943|22759|44702|107738.08|11950.8|0.0|68762.08|803.92|0.0|8.0|2.0|10.0|14.5|70.0|84.5|74.0|82.0|84.5|0.07|822060.741|9232.0|2.1|979.52
7617|354650 Santa Ernestina|2009|354650|Santa Ernestina|1375|1675|2137|534|2947|2774|5721|9287.98|340.0||9864.17|133.33||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|54497.229|336.0|2.3|1055.1
7618|354660 Santa Fé do Sul|2009|354660|Santa Fé do Sul|5626|7163|12198|4700|14329|15358|29687|180039.93|1068.01||37325.83|408.17||10.5|2.5|13.0|15.0|55.5|70.5|61.5|70.0|70.5|0.05|520185.357|6783.0|2.2|1013.38
7619|354670 Santa Gertrudes|2009|354670|Santa Gertrudes|5463|6171|8212|1756|10947|10655|21602|26174.22|50.0||26749.42|17.67||4.0|1.0|5.0|9.0|23.0|32.0|28.0|30.0|32.0|0.08|860710.302|5647.0|3.1|1439.85
7620|354680 Santa Isabel|2009|354680|Santa Isabel|12622|13295|19868|5244|25576|25453|51029|119779.32|1493.77||60225.08|532.33||5.0|0.5|5.5|15.5|7.5|23.0|17.0|19.5|23.0|0.07|795506.207|8481.0|2.3|1049.87
7621|354690 Santa Lúcia|2009|354690|Santa Lúcia|2133|2320|3177|781|4222|4189|8411|8987.76|79.69||8779.33|31.25|||||3.0|2.0|5.0|4.0|5.0|5.0|0.01|62652.898|638.0|2.3|1070.2
7622|354700 Santa Maria da Serra|2009|354700|Santa Maria da Serra|1385|1542|1962|584|2783|2690|5473|18315.69|0.0||8697.33|0.0|||||2.0|1.0|3.0|3.0|3.0|3.0|0.01|87213.418|945.0|2.3|1044.83
7623|354710 Santa Mercedes|2009|354710|Santa Mercedes|689|696|1072|440|1458|1439|2897|34.17|0.0||26575.25|0.0||1.0|0.0|1.0|2.0|0.0|2.0|2.0|2.0|2.0|0.0|37454.403|483.0|2.3|1058.25
7624|354740 Santa Rita d'Oeste|2009|354740|Santa Rita d'Oeste|424|562|1102|532|1310|1310|2620|2201.51|0.0||3668.58|0.0|||||1.0|0.0|1.0|1.0|1.0|1.0|0.01|70429.371|280.0|2.2|1029.47
7625|354750 Santa Rita do Passa Quatro|2009|354750|Santa Rita do Passa Quatro|5044|6130|11107|4811|13131|13961|27092|197294.59|2412.23||81415.42|183.08||15.0|1.5|16.5|11.5|53.0|64.5|59.0|64.0|64.5|0.04|419333.544|5564.0|2.6|1215.31
7626|354760 Santa Rosa de Viterbo|2009|354760|Santa Rosa de Viterbo|5342|6160|9419|3287|11981|12227|24208|18161.26|29.48||33446.08|10.42||2.0|2.0|4.0|6.5|31.0|37.5|30.5|36.5|37.5|0.04|469757.076|4733.0|2.9|1352.4
7627|354765 Santa Salete|2009|354765|Santa Salete|252|320|627|276|759|716|1475|542.46|222.48||2608.08|76.08||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|14925.944|197.0|2.0|906.95
7628|354720 Santana da Ponte Pensa|2009|354720|Santana da Ponte Pensa|266|339|734|367|877|829|1706|3492.88|||1274.83||||||1.5|0.0|1.5|1.0|1.0|1.5|0.0|22511.539|200.0|2.6|1184.01
7629|354730 Santana de Parnaíba|2009|354730|Santana de Parnaíba|28239|29093|43027|7783|53442|54700|108142|408336.09|3369.57||126191.75|1143.67||26.0|0.0|26.0|18.0|9.0|27.0|21.0|25.5|27.0|0.4|4455111.512|55033.0|3.3|1530.48
7630|354770 Santo Anastácio|2009|354770|Santo Anastácio|4449|4932|8358|3264|10258|10745|21003|46099.97|385.77||13598.5|130.17||2.5|1.0|3.5|6.0|18.0|24.0|22.0|24.0|24.0|0.02|232909.808|3586.0|2.3|1041.71
7631|354780 Santo André|2009|354780|Santo André|139425|172123|289348|89409|331704|358601|690305|1812569.17|16252.15||438162.17|2701.83||82.0|82.5|164.5|64.5|623.5|688.0|505.5|681.5|688.0|1.4|15814911.862|202894.0|3.5|1596.91
7632|354790 Santo Antônio da Alegria|2009|354790|Santo Antônio da Alegria|1383|1626|2443|953|3320|3085|6405|11487.32|0.0||6412.67|0.0||2.0|0.0|2.0|6.0|0.5|6.5|5.0|6.0|6.5|0.01|105224.665|668.0|1.7|774.26
7633|354800 Santo Antônio de Posse|2009|354800|Santo Antônio de Posse|5121|5540|8071|2176|10552|10356|20908|67123.21|436.57||23546.83|150.0||3.5|0.0|3.5|9.0|7.0|16.0|14.0|16.0|16.0|0.03|321207.651|4843.0|3.0|1371.61
7634|354805 Santo Antônio do Aracanguá|2009|354805|Santo Antônio do Aracanguá|1727|1962|3208|848|3953|3792|7745|2261.64|0.0||6254.5|0.0||1.0|0.0|1.0|3.0|0.0|3.0|3.0|3.0|3.0|0.02|188828.738|1919.0|2.4|1103.66
7635|354810 Santo Antônio do Jardim|2009|354810|Santo Antônio do Jardim|1312|1464|2467|866|3141|2968|6109|8509.66|105.19||6597.5|41.25||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.01|57031.699|674.0|2.0|940.14
7636|354820 Santo Antônio do Pinhal|2009|354820|Santo Antônio do Pinhal|1666|1630|2529|804|3352|3277|6629|460.67|0.0||6056.58|0.0||1.0|0.0|1.0|4.0|1.0|5.0|5.0|5.0|5.0|0.0|52623.954|769.0|1.9|882.74
7637|354830 Santo Expedito|2009|354830|Santo Expedito|593|635|1149|467|1428|1416|2844|1826.46|0.0||3014.08|0.0||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|25154.698|259.0|2.0|906.92
7638|354840 Santópolis do Aguapeí|2009|354840|Santópolis do Aguapeí|1034|1218|1575|509|2198|2138|4336|403.47|||4917.33||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|42384.916|315.0|2.0|915.52
7639|354850 Santos|2009|354850|Santos|76418|94661|179155|79291|197074|232451|429525|2789147.48|6406.91||444146.92|1633.25||87.0|89.5|176.5|80.0|1233.0|1313.0|1163.5|1304.0|1313.0|1.14|12902581.202|155447.0|3.5|1593.76
7640|354860 São Bento do Sapucaí|2009|354860|São Bento do Sapucaí|2398|2422|4335|1558|5409|5304|10713|16150.34|18.63||5177.58|6.58||2.0|0.0|2.0|3.0|4.0|7.0|7.0|7.0|7.0|0.01|100741.837|872.0|2.0|920.16
7641|354870 São Bernardo do Campo|2009|354870|São Bernardo do Campo|171836|204563|326677|74998|376392|401682|778074|2656459.92|17280.55|10704.89|402178.67|2740.0|701.5|71.5|108.0|179.5|64.0|580.0|644.0|411.0|640.0|644.0|3.08|34751941.244|261742.0|5.2|2376.96
7642|354880 São Caetano do Sul|2009|354880|São Caetano do Sul|24556|33692|65659|28116|70294|81729|152023|915363.35|75741.58||191992.08|5902.5||40.0|47.0|87.0|33.5|459.0|492.5|339.5|490.5|492.5|1.19|13444554.483|111178.0|4.1|1899.03
7643|354890 São Carlos|2009|354890|São Carlos|46404|57688|92536|27913|110380|114161|224541|797546.32|10138.24|549.49|264425.42|935.42|194.17|29.5|15.5|45.0|38.5|237.5|276.0|244.0|273.0|276.0|0.54|6036341.875|66355.0|3.6|1658.06
7644|354900 São Francisco|2009|354900|São Francisco|598|607|1136|527|1438|1430|2868|1191.45|208.73||85135.92|81.58||1.0|0.0|1.0|1.5|0.0|1.5|1.0|1.0|1.5|0.0|21152.596|201.0|2.2|1013.12
7645|354910 São João da Boa Vista|2009|354910|São João da Boa Vista|16982|20471|35541|12078|41328|43744|85072|656048.48|907.85||83969.5|335.67||15.5|25.5|41.0|29.0|293.5|322.5|293.5|316.5|322.5|0.14|1602845.624|18600.0|2.7|1252.81
7646|354920 São João das Duas Pontes|2009|354920|São João das Duas Pontes|569|596|1075|398|1326|1312|2638|1271.04|||2253.0|||1.0|0.0|1.0|2.5|0.0|2.5|2.0|2.0|2.5|0.0|23348.77|197.0|2.6|1211.0
7647|354925 São João de Iracema|2009|354925|São João de Iracema|371|442|736|264|915|898|1813|720.5|148.72||2110.5|57.33||1.0|0.0|1.0|1.5|0.0|1.5|1.0|1.0|1.5|0.0|28248.226|181.0|2.4|1111.27
7648|354930 São João do Pau d'Alho|2009|354930|São João do Pau d'Alho|401|445|862|454|1091|1071|2162|1054.57|0.0||2581.5|0.0||1.0|0.0|1.0|1.0|1.5|2.5|2.5|2.5|2.5|0.0|27117.015|280.0|2.3|1077.72
7649|354940 São Joaquim da Barra|2009|354940|São Joaquim da Barra|10375|12399|18753|5640|23143|24024|47167|75257.65|1253.31||53302.42|382.92||3.0|6.0|9.0|17.0|113.5|130.5|123.0|129.0|130.5|0.07|779603.046|10789.0|2.8|1309.93
7650|354950 São José da Bela Vista|2009|354950|São José da Bela Vista|2397|2257|3010|915|4399|4180|8579|21692.14|||10272.17||||||3.0|4.0|7.0|7.0|7.0|7.0|0.01|121277.094|572.0|1.9|870.52
7651|354960 São José do Barreiro|2009|354960|São José do Barreiro|1081|982|1572|548|2107|2076|4183|6165.58|99.31||9530.5|27.92||1.0|0.0|1.0|3.0|0.0|3.0|3.0|3.0|3.0|0.0|30326.972|379.0|2.1|963.51
7652|354970 São José do Rio Pardo|2009|354970|São José do Rio Pardo|10860|13636|21122|7373|26115|26876|52991|114511.54|162.02||60399.08|57.25||9.0|3.5|12.5|15.5|84.5|100.0|71.0|98.5|100.0|0.09|1061778.149|12299.0|2.6|1216.15
7653|354980 São José do Rio Preto|2009|354980|São José do Rio Preto|79764|103692|175204|54709|198823|214546|413369|3881942.37|30250.84|0.24|402444.5|3697.0|0.08|91.0|53.0|144.0|69.5|554.0|623.5|362.5|611.5|623.5|0.76|8582472.707|112132.0|2.9|1350.97
7654|354990 São José dos Campos|2009|354990|São José dos Campos|147259|171043|259042|59103|312368|324079|636447|2918736.51|2853.93|1109.6|354789.25|950.33|392.08|62.0|231.0|293.0|77.5|1087.5|1165.0|1023.5|1159.0|1165.0|2.18|24566242.166|185922.0|4.7|2169.74
7655|354995 São Lourenço da Serra|2009|354995|São Lourenço da Serra|3619|3711|5437|1374|7175|6966|14141|11403.87|183.57||19009.67|57.58||1.0|0.0|1.0|4.5|0.0|4.5|4.0|4.5|4.5|0.01|148208.175|7221.0|1.7|802.53
7656|355000 São Luís do Paraitinga|2009|355000|São Luís do Paraitinga|2325|2550|4206|1573|5459|5195|10654|37318.03|30.43||8570.17|10.83||1.0|0.0|1.0|4.0|3.0|7.0|7.0|7.0|7.0|0.01|83016.941|1152.0|2.1|969.68
7657|355010 São Manuel|2009|355010|São Manuel|9033|9906|15378|4787|19182|19922|39104|136461.1|111.55||27053.58|39.42||3.0|4.0|7.0|9.5|45.5|55.0|53.5|53.5|55.0|0.06|691298.172|6794.0|2.7|1226.04
7658|355020 São Miguel Arcanjo|2009|355020|São Miguel Arcanjo|8513|8321|11866|3456|16378|15778|32156|70958.15|1746.76||18621.25|333.92||4.0|0.0|4.0|15.0|25.0|40.0|37.0|39.0|40.0|0.03|285120.547|3073.0|2.0|910.82
7659|355030 São Paulo|2009|355030|São Paulo|2521380|2965758|4657183|1304566|5431838|6017049|11448887|45131106.97|356866.38|0.0|8389113.58|41544.42|0.0|1549.0|854.5|2403.5|968.5|10322.0|11290.5|9335.5|11221.0|11290.5|34.59|389816220.416|4654681.0|4.6|2138.91
7660|355040 São Pedro|2009|355040|São Pedro|7115|7629|12489|4835|15658|16410|32068|18190.24|0.0|0.0|24873.17|0.0|0.0|4.0|4.0|8.0|6.0|53.5|59.5|52.5|56.5|59.5|0.03|363116.157|4715.0|2.2|998.14
7661|355050 São Pedro do Turvo|2009|355050|São Pedro do Turvo|1848|1793|2737|966|3742|3602|7344|11988.33|0.0||18304.67|0.0|||||3.0|1.0|4.0|4.0|4.0|4.0|0.01|92704.168|945.0|2.2|1007.22
7662|355060 São Roque|2009|355060|São Roque|17710|19926|32365|9553|39196|40358|79554|129672.02|968.84|116.74|55509.25|341.42|41.25|4.0|13.5|17.5|15.5|144.0|159.5|140.0|157.0|159.5|0.11|1194128.893|15175.0|2.6|1183.47
7663|355070 São Sebastião|2009|355070|São Sebastião|19145|20240|28997|5809|37090|37101|74191|264040.03|1820.48|0.0|84945.75|681.25|0.0|19.0|1.0|20.0|24.5|99.0|123.5|114.0|121.0|123.5|0.27|3060808.311|16407.0|3.6|1675.67
7664|355080 São Sebastião da Grama|2009|355080|São Sebastião da Grama|2837|3128|4886|1579|6337|6093|12430|30963.55|674.93||35865.5|246.67||3.0|0.0|3.0|8.5|16.0|24.5|21.5|22.5|24.5|0.01|121279.417|1663.0|1.9|868.06
7665|355090 São Simão|2009|355090|São Simão|3347|3675|5571|2038|7220|7411|14631|52369.18|69.1|69.1|20416.75|24.42|24.42|4.0|0.0|4.0|6.5|23.0|29.5|24.5|28.0|29.5|0.02|239270.719|3048.0|2.1|978.96
7666|355100 São Vicente|2009|355100|São Vicente|80956|87227|133626|35937|162541|175205|337746|1375177.27|59972.65||282340.25|5277.67||29.0|8.0|37.0|56.5|169.5|226.0|193.5|223.0|226.0|0.26|2930780.667|37603.0|2.7|1245.59
7667|355110 Sarapuí|2009|355110|Sarapuí|2393|2257|3394|1084|4657|4471|9128|1231.5|62.9||6266.42|24.67||1.0|0.0|1.0|4.0|0.5|4.5|3.5|3.5|4.5|0.01|80383.835|1280.0|1.9|859.62
7668|355120 Sarutaiá|2009|355120|Sarutaiá|926|907|1363|526|1870|1852|3722|2865.14|0.0||8355.0|0.0||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|25404.504|324.0|2.2|1010.78
7669|355130 Sebastianópolis do Sul|2009|355130|Sebastianópolis do Sul|558|767|1262|470|1534|1523|3057|563.72|||1659.42||||||1.5|0.5|2.0|1.0|1.5|2.0|0.01|104919.782|2776.0|3.3|1510.14
7670|355140 Serra Azul|2009|355140|Serra Azul|2512|3287|4370|989|6714|4444|11158|15489.72|0.0||20718.67|0.0||6.5|0.0|6.5|5.0|2.0|7.0|7.0|7.0|7.0|0.01|108380.903|631.0|2.1|978.97
7671|355160 Serra Negra|2009|355160|Serra Negra|5282|6152|10968|4382|13080|13704|26784|95101.22|1132.0|0.0|42889.58|400.0|0.0|7.0|1.0|8.0|12.0|34.0|46.0|42.0|44.5|46.0|0.03|338187.695|5489.0|1.8|846.71
7672|355150 Serrana|2009|355150|Serrana|10275|11274|14641|3024|19675|19539|39214|184213.3|4020.45||43779.67|543.25||5.0|0.0|5.0|10.5|10.5|21.0|13.5|19.5|21.0|0.04|437851.191|8352.0|3.0|1377.13
7673|355170 Sertãozinho|2009|355170|Sertãozinho|25323|30819|44272|10842|55387|55869|111256|145403.04|1410.86|9.67|67383.08|499.42|3.42|8.5|15.5|24.0|16.5|150.5|167.0|135.5|164.5|167.0|0.29|3259262.302|45709.0|3.7|1728.76
7674|355180 Sete Barras|2009|355180|Sete Barras|3799|3242|4746|1606|6894|6499|13393|2387.43|24.76||10288.92|8.75|||||5.0|0.0|5.0|5.0|5.0|5.0|0.01|130698.665|867.0|2.1|960.7
7675|355190 Severínia|2009|355190|Severínia|3935|4384|5885|1490|8150|7544|15694|10271.99|0.0||11498.17|0.0||2.0|0.0|2.0|4.0|2.0|6.0|4.5|6.0|6.0|0.01|155741.765|1318.0|2.3|1038.32
7676|355200 Silveiras|2009|355200|Silveiras|1496|1475|2138|785|2994|2900|5894|12174.82|361.47||5715.5|141.17||1.0|0.0|1.0|3.0|0.5|3.5|3.5|3.5|3.5|0.0|36535.569|494.0|1.9|869.86
7677|355210 Socorro|2009|355210|Socorro|7315|8719|15114|6045|18489|18704|37193|70356.86|1065.66||17950.75|362.92||2.5|2.0|4.5|14.0|22.5|36.5|35.5|36.5|36.5|0.03|368713.123|5735.0|1.9|884.62
7678|355220 Sorocaba|2009|355220|Sorocaba|132453|157445|239666|62278|289989|301853|591842|4550428.7|3305.69|249.28|595542.17|1005.67|88.08|59.5|37.5|97.0|66.5|436.0|502.5|410.5|492.0|502.5|1.48|16673230.703|161349.0|3.6|1667.32
7679|355230 Sud Mennucci|2009|355230|Sud Mennucci|1737|1920|3060|893|3836|3774|7610|24173.88|328.67||13402.0|67.17||1.5|0.0|1.5|6.0|2.0|8.0|7.0|7.0|8.0|0.01|147828.425|2321.0|2.5|1146.35
7680|355240 Sumaré|2009|355240|Sumaré|59224|67780|96539|19299|120832|122010|242842|677529.77|74.86||142814.08|28.33||14.0|2.5|16.5|37.5|108.0|145.5|126.0|140.5|145.5|0.79|8856544.191|40863.0|4.9|2271.99
7681|355255 Suzanápolis|2009|355255|Suzanápolis|780|828|1329|471|1764|1644|3408|2084.09|0.85||27313.83|0.33|||||1.0|0.0|1.0|1.0|1.0|1.0|0.01|116366.456|448.0|3.4|1557.81
7682|355250 Suzano|2009|355250|Suzano|69750|71066|102913|21860|130465|135124|265589|965359.38|2057.82||173364.42|680.25||20.0|7.0|27.0|32.0|114.5|146.5|107.0|143.0|146.5|0.55|6166223.863|42497.0|4.0|1841.67
7683|355260 Tabapuã|2009|355260|Tabapuã|2279|2885|4644|1747|5847|5708|11555|6290.87|235.66||5678.92|92.42||2.0|0.0|2.0|5.5|5.5|11.0|7.5|9.5|11.0|0.01|166215.136|1985.0|2.0|916.05
7684|355270 Tabatinga|2009|355270|Tabatinga|3431|4071|5697|1680|7657|7222|14879|7155.24|49.05||10887.58|17.33||1.0|1.0|2.0|6.0|32.5|38.5|37.5|37.5|38.5|0.01|148376.207|2159.0|1.6|751.36
7685|355280 Taboão da Serra|2009|355280|Taboão da Serra|62199|67640|97697|18377|117807|128106|245913|1330873.71|18770.31||260172.92|2683.83||24.5|4.5|29.0|29.0|58.5|87.5|59.0|84.5|87.5|0.41|4610604.66|49697.0|3.1|1449.13
7686|355290 Taciba|2009|355290|Taciba|1370|1422|2280|734|2916|2890|5806|5197.61|134.43||16079.0|41.08||1.0|0.0|1.0|4.0|0.0|4.0|4.0|4.0|4.0|0.01|68627.148|515.0|2.7|1239.89
7687|355300 Taguaí|2009|355300|Taguaí|2659|3149|3869|1086|5367|5396|10763|30333.26|269.93||6107.92|96.42|||||2.0|7.5|9.5|8.5|8.5|9.5|0.01|83554.234|2960.0|1.4|639.56
7688|355310 Taiaçu|2009|355310|Taiaçu|1386|1532|2234|859|3039|2972|6011|20708.71|161.65||9372.58|57.92||1.0|1.0|2.0|1.0|6.0|7.0|7.0|7.0|7.0|0.0|47904.341|532.0|2.0|941.2
7689|355320 Taiúva|2009|355320|Taiúva|1070|1396|2221|899|2768|2818|5586|2303.36|16.98||5257.58|6.0||1.0|0.0|1.0|3.0|7.0|10.0|10.0|10.0|10.0|0.01|63172.489|565.0|2.2|1004.09
7690|355330 Tambaú|2009|355330|Tambaú|5239|5806|8894|3001|11465|11475|22940|27826.6|49.05||26048.75|17.33||2.5|1.5|4.0|9.0|30.0|39.0|38.0|38.0|39.0|0.03|352711.668|5080.0|2.3|1069.62
7691|355340 Tanabi|2009|355340|Tanabi|4680|6002|10062|3755|12261|12238|24499|29480.21|16.51||6540.25|5.83||2.5|0.0|2.5|10.0|19.0|29.0|17.0|29.0|29.0|0.03|364056.566|4116.0|2.4|1096.98
7692|355350 Tapiraí|2009|355350|Tapiraí|2453|2004|2849|957|4182|4081|8263|21182.78|161.6||8056.42|62.67||1.0|0.0|1.0|2.0|0.0|2.0|2.0|2.0|2.0|0.01|102275.429|871.0|2.3|1080.8
7693|355360 Tapiratiba|2009|355360|Tapiratiba|2914|3290|5200|1665|6498|6571|13069|16926.54|63.39||44586.75|24.58||1.0|1.0|2.0|5.0|4.0|9.0|8.0|8.0|9.0|0.01|155309.087|2325.0|1.7|783.35
7694|355365 Taquaral|2009|355365|Taquaral|632|693|1102|365|1410|1382|2792|3778.45|||20272.5|||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|26404.964|344.0|2.1|973.92
7695|355370 Taquaritinga|2009|355370|Taquaritinga|12232|13863|21718|7307|27315|27805|55120|146483.46|2759.92||70932.92|635.0||9.5|4.0|13.5|19.0|97.5|116.5|105.5|115.5|116.5|0.06|675192.788|8675.0|2.2|1021.32
7696|355380 Taquarituba|2009|355380|Taquarituba|5494|5788|8892|2632|11370|11436|22806|32659.46|50.94||75527.42|18.0||2.0|1.0|3.0|6.0|4.5|10.5|8.5|9.5|10.5|0.02|223468.665|3186.0|2.0|933.84
7697|355385 Taquarivaí|2009|355385|Taquarivaí|1569|1472|1774|395|2618|2592|5210|72.88|||55499.67|||1.0|0.0|1.0|3.5|0.0|3.5|2.0|2.0|3.5|0.01|73123.071|1072.0|2.0|903.23
7698|355390 Tarabai|2009|355390|Tarabai|1687|1757|2491|753|3342|3346|6688|5641.38|0.0||8211.33|0.0||1.0|0.0|1.0|2.0|0.0|2.0|2.0|2.0|2.0|0.0|55002.759|629.0|1.9|881.26
7699|355395 Tarumã|2009|355395|Tarumã|3232|3493|5097|1168|6640|6350|12990|22778.83|112.57|30.42|23834.0|41.67|10.75|2.5|0.0|2.5|10.0|1.0|11.0|8.0|10.0|11.0|0.04|419109.855|5446.0|3.0|1400.05
7700|355400 Tatuí|2009|355400|Tatuí|26274|28502|41489|12325|53756|54834|108590|139161.18|5805.56|84.66|80132.67|1115.25|29.92|13.0|17.5|30.5|29.0|253.0|282.0|258.5|279.5|282.0|0.18|2029645.972|25594.0|2.8|1283.97
7701|355410 Taubaté|2009|355410|Taubaté|63670|73645|114123|30681|138632|143487|282119|1661084.5|39607.55||199729.0|4058.58||46.5|36.5|83.0|78.0|459.5|537.5|412.5|529.5|537.5|1.01|11369695.948|80759.0|4.2|1945.27
7702|355420 Tejupá|2009|355420|Tejupá|1412|1238|1791|538|2566|2413|4979|613.16|0.0||4740.92|0.0||1.0|0.0|1.0|3.0|0.0|3.0|3.0|3.0|3.0|0.0|38994.29|283.0|2.3|1041.34
7703|355430 Teodoro Sampaio|2009|355430|Teodoro Sampaio|5659|5677|8255|2182|10870|10903|21773|45643.25|339.62|24.06|17393.92|125.92|8.5|1.0|1.0|2.0|11.0|12.0|23.0|21.0|22.0|23.0|0.02|210832.803|4434.0|2.5|1142.57
7704|355440 Terra Roxa|2009|355440|Terra Roxa|2010|2257|3310|1063|4376|4264|8640|1988.99|0.0||10812.25|0.0|||||6.0|5.5|11.5|10.5|11.5|11.5|0.01|109623.596|832.0|2.0|927.93
7705|355450 Tietê|2009|355450|Tietê|8205|9709|14595|4724|18468|18765|37233|67297.47|90.09||19770.5|31.83||2.0|7.0|9.0|12.0|82.5|94.5|84.5|92.5|94.5|0.1|1112206.714|14808.0|2.1|958.19
7706|355460 Timburi|2009|355460|Timburi|607|585|1088|439|1405|1314|2719|902.46|0.0||3974.83|0.0||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|24416.974|250.0|2.2|1003.25
7707|355465 Torre de Pedra|2009|355465|Torre de Pedra|527|485|905|382|1204|1095|2299|0.0|||7804.33||||||1.0|0.0|1.0|1.0|1.0|1.0|0.0|16909.223|169.0|2.3|1069.39
7708|355470 Torrinha|2009|355470|Torrinha|1921|2390|3719|1480|4804|4706|9510|19254.05|0.94||3497.75|0.33||1.0|0.0|1.0|2.0|2.0|4.0|4.0|4.0|4.0|0.01|89885.41|1481.0|1.9|891.16
7709|355475 Trabiju|2009|355475|Trabiju|398|399|574|195|784|782|1566|1658.92|76.16||1994.58|29.67||1.0|0.0|1.0|1.5|0.0|1.5|1.5|1.5|1.5|0.0|20056.295|330.0|2.0|916.06
7710|355480 Tremembé|2009|355480|Tremembé|9254|11487|16775|3867|21841|19542|41383|82634.85|774.2||66486.42|252.08||16.0|0.0|16.0|8.0|13.0|21.0|18.0|21.0|21.0|0.03|372050.491|5154.0|2.9|1315.25
7711|355490 Três Fronteiras|2009|355490|Três Fronteiras|1096|1249|2194|994|2779|2754|5533|1781.31|0.0||964.33|0.0||1.0|0.0|1.0|2.0|0.0|2.0|2.0|2.0|2.0|0.01|70388.031|608.0|2.5|1159.76
7712|355495 Tuiuti|2009|355495|Tuiuti|1182|1404|2420|974|3058|2922|5980|453.34|||4164.25|||1.0|0.0|1.0|2.0|0.0|2.0|2.0|2.0|2.0|0.01|147144.972|1030.0|2.7|1261.55
7713|355500 Tupã|2009|355500|Tupã|12619|15207|26392|10798|31536|33480|65016|355894.75|21828.08||104323.42|1565.5||14.0|0.0|14.0|17.0|93.5|110.5|101.0|110.0|110.5|0.08|899076.199|12761.0|2.1|953.94
7714|355510 Tupi Paulista|2009|355510|Tupi Paulista|2273|3425|6222|2602|7667|6855|14522|20102.58|170.74||14746.5|59.0||4.5|0.5|5.0|7.0|17.5|24.5|24.0|24.5|24.5|0.01|143994.099|1876.0|2.0|932.21
7715|355520 Turiúba|2009|355520|Turiúba|361|419|815|378|1019|954|1973|1657.13|84.36||4595.58|33.08||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|42523.502|232.0|2.4|1087.41
7716|355530 Turmalina|2009|355530|Turmalina|336|415|897|417|1030|1035|2065|960.64|0.0||2181.92|0.0|||||2.0|0.0|2.0|2.0|2.0|2.0|0.0|29447.27|280.0|2.2|1003.63
7717|355535 Ubarana|2009|355535|Ubarana|1434|1390|1994|496|2732|2582|5314|2192.62|85.07||3209.25|33.25||1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.02|187623.392|1036.0|3.2|1476.64
7718|355540 Ubatuba|2009|355540|Ubatuba|20493|20588|31216|7261|39660|39898|79558|148400.26|433.77||58398.67|28.17||10.0|3.0|13.0|25.0|34.0|59.0|54.0|58.0|59.0|0.07|766091.143|13657.0|2.2|1012.5
7719|355550 Ubirajara|2009|355550|Ubirajara|1099|1130|1662|618|2323|2186|4509|738.36|0.0||6516.42|0.0||0.0|1.0|1.0|1.0|1.0|2.0|2.0|2.0|2.0|0.0|37891.683|310.0|2.3|1044.41
7720|355560 Uchoa|2009|355560|Uchoa|1898|2341|3878|1543|4811|4849|9660|17004.85|0.0||19517.42|0.0||1.0|0.0|1.0|3.5|4.0|7.5|5.0|7.0|7.5|0.01|140220.244|1068.0|3.0|1362.5
7721|355570 União Paulista|2009|355570|União Paulista|383|396|611|224|838|776|1614|1337.83|166.3||10940.33|52.0|||||2.0|0.0|2.0|1.0|1.0|2.0|0.0|38085.211|216.0|2.3|1051.25
